kategori,digit,kode,judul,deskripsi
C,5,33151,"Reparasi Kapal, Perahu Dan Bangunan Terapung","Kelompok ini mencakup jasa reparasi dan perawatan alat angkutan dalam golongan 301, seperti jasa reparasi dan perawatan kapal, perahu, kapal pesiar, kapal atau perahu untuk kepeluan rekreasi dan olahraga dan sejenisnya. Termasuk usaha jasa reparasi dan perawatan dan modifikasi bangunan lepas pantai."
C,5,33152,Reparasi Lokomotif Dan Gerbong Kereta,Kelompok ini mencakup jasa reparasi dan perawatan lokomotif dan gerbong kereta api dan kendaraan jalan rel lainnya (kecuali industri  pembangunan kembali dan pengubahan) dalam golongan 302.
C,5,33153,Reparasi Pesawat Terbang,"Kelompok ini mencakup reparasi dan perawatan pesawat terbang (kecuali industri  pengubahan, pemeriksaan, dan pembangunan kembali), mesin pesawat terbang dan perlengkapannya dalam golongan 303."
C,5,33159,"Reparasi Alat Angkutan Lainnya, Bukan Kendaraan Bermotor","Kelompok ini mencakup reparasi dan perawatan alat angkut lainnya bukan sepeda motor dan sepeda, seperti reparasi dan perawatan kendaraan perang, andong dan kereta yang ditarik binatang dan alat angkut sejenis lainnya."
C,4,3319,Reparasi Peralatan Lainnya,"Subgolongan ini mencakup reparasi dan perawatan peralatan yang tidak tercakup di subgolongan lain pada golongan pokok ini.    

Subgolongan ini mencakup :  
- Reparasi jaring untuk menangkap ikan, termasuk penambalan  
- Reparasi tali jerat, tali temali, canvas dan terpal (tarp)  
- Reparasi kantong penyimpan pupuk dan bahan kimia  
- Reparasi atau pembaruan pallet kayu, drum pengapalan dan tong sejenisnya  
- Reparasi mesin pinball dan mesin permainan yang dioperasikan dengan koin  
- Reparasi orgel dan peralatan musik bersejarah lainnya    

Subgolongan ini tidak mencakup :  
- Reparasi furnitur rumah tangga dan kantor, pemugaran furnitur, lihat 9524  
- Reparasi sepeda dan kursi roda, lihat 9529  
- Reparasi dan alterasi pakaian, lihat 9529"
C,5,33190,Reparasi Peralatan Lainnya,"Kelompok ini mencakup reparasi peralatan lainnya, seperti reparasi jaring untuk menangkap ikan, tali jerat, tali temali, canvas dan terpal (tarp), kantong penyimpan pupuk dan bahan kimia, pallet kayu, drum pengapalan dan tong sejenisnya, mesin pinball dan mesin permainan yang dioperasikan dengan koin, orgel dan peralatan musik bersejarah lainnya."
C,3,332,Instalasi/pemasangan mesin dan peralatan industri,"Golongan ini mencakup instalasi khusus mesin-mesin.  Bagaimanapun instalasi peralatan yang membentuk suatu bagian kesatuan dari suatu gedung atau bangunan, seperti instalasi eskalator, kawat listrik, sistem alarm/tanda bahaya, sistem AC (pendingin ruangan), tercakup pada konstruksi (F).  Golongan ini mencakup instalasi, perangkaian dan pembongkaran mesin industri, dan peralatan pengawas proses produksi mesin industri."
C,4,3320,Instalasi/Pemasangan Mesin dan Peralatan Industri,"Subgolongan ini mencakup instalasi khusus mesin-mesin. Namun, instalasi peralatan yang menjadi bagian dari bangunan atau sejenisnya, misalnya instalasi/pemasangan eskalator, kabel listrik, alarm pencuri atau sistem pendingin ruangan, diklasifkasikan dalam konstruksi.    

Subgolongan ini mencakup :  
- Instalasi mesin industri dalam pabrik  
- Instalasi peralatan kendali/kontrol proses industri  
- Instalasi peralatan industri lainnya, seperti peralatan komuniksai, mainframe dan komputer sejenis dan peralatan iradiasi dan elektromedis dan lain-lain  
- Jasa pembongkaran mesin dan peralatan berskala besar  
- Kegiatan millwright
- Machine rigging
- Instalasi peralatan arena bowling    

Subgolongan ini tidak mencakup :  
- Instalasi kabel listrik, sistem alarm pencurian, lihat 4321  
- Instalasi sistem pendingin ruangan/AC, lihat 4322  
- Instalasi sistem  elevator, eskalator, pintu otomatis dan vacuum cleaning dan lain-lain, lihat 4329  
- Instalasi pintu, tangga rumah, peralatan toko, furnitur dan lain-lain, lihat 4330  
- Jasa setting-up PC (personal computer), lihat 6209"
C,5,33200,Instalasi/Pemasangan Mesin dan Peralatan Industri,"Kelompok ini mencakup instalasi/pemasangan mesin dan peralatan industri, seperti instalsi/pemasangan mesin industri dalam pabrik, peralatan kendali/kontrol proses industri dan peralatan industri lainnya (peralatan komunikasi, mainframe dan komputer sejenis, peralatan iradiasi, peralatan gas medis dan elektromedis dan lain-lain), pembongkaran mesin dan peralatan berskala besar, kegiatan millwright, machine rigging dan integrasi/perakitan mesin seperti jasa perakitan peralatan arena bowling."
D,1,D,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin","Kategori ini mencakup kegiatan ekonomi/lapangan usaha pengadaan tenaga listrik, gas alam, uap panas, air panas dan sejenisnya melalui jaringan, saluran atau pipa infrastruktur permanen.  Dimensi jaringan/infrastruktur tidak dapat ditentukan dengan pasti, termasuk kegiatan pendistribusian listrik, gas, uap panas dan air panas serta sejenisnya dalam lokasi pabrik atau bangunan tempat tinggal.  Kategori ini juga mencakup pengoperasian mesin pembangkit listrik dan gas, yang menghasilkan, mengontrol dan menyalurkan tenaga listrik atau gas.  Juga mencakup pengadaan uap panas dan udara dingin/sistem tata udara.  Termasuk kegiatan produksi es baik untuk kebutuhan konsumsi maupun kebutuhan lainnya. Kategori ini tidak mencakup pengoperasian sarana air bersih dan pembuangan limbah/kotoran, lihat golongan pokok 36 dan 37.  Juga tidak mencakup (khususnya jarak jauh) angkutan gas melalui saluran pipa."
D,2,35,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin","Golongan pokok ini mencakup kegiatan ekonomi/lapangan usaha pengadaan tenaga listrik, gas alam, uap panas, air panas dan sejenisnya melalui jaringan, saluran atau pipa infrastruktur permanen.  Dimensi jaringan/infrastruktur tidak dapat ditentukan dengan pasti, termasuk kegiatan pendistribusian listrik, gas, uap panas dan air panas serta sejenisnya dalam lokasi pabrik atau bangunan tempat tinggal.  Golongan pokok ini juga mencakup pengoperasian mesin pembangkit listrik dan gas, yang menghasilkan, mengontrol dan menyalurkan tenaga listrik atau gas.  Juga mencakup pengadaan uap panas dan udara dingin/sistem tata udara.  Golongan pokok ini tidak mencakup pengoperasian sarana air bersih dan pembuangan limbah/kotoran, lihat golongan pokok 36 dan 37.  Tidak mencakup (khususnya jarak jauh) angkutan gas melalui saluran pipa."
D,3,351,Ketenagalistrikan,"Golongan ini mencakup kegiatan pembangkitan, transmisi dan pendistribusian energi listrik kepada konsumen akhir.  Kegiatan yang tercakup adalah pengoperasian fasilitas pembangkit yang menghasilkan energi listrik, pengoperasian sistem transmisi hingga sistem distribusi ke konsumen akhir, kegiatan penjualan ke konsumen dan aktivitas penunjang tenaga listrik."
D,4,3511,Penyediaan Tenaga Listrik,"Subgolongan ini mencakup kegiatan pembangkitan, transmisi tenaga listrik dari fasilitas pembangkit ke pusat distribusi dan distribusi energi listrik ke konsumen.    

Subgolongan ini mencakup :  
- Pengoperasian fasilitas pembangkit yang menghasilkan energi listrik, yang berasal dari sumber energi, seperti energi termal, nuklir, hidroelektrik, turbin gas, diesel dan energi yang dapat diperbarui  
- Pengoperasian sistem transmisi yang menghantarkan listrik dari fasilitas pembangkit ke sistem distribusi  
- Pengoperasian sistem distribusi (yaitu, terdiri dari jalur/saluran, kutub, pengukur dan kabel) yang menghantarkan tenaga listrik yang diterima dari fasilitas pembangkit atau sistem transmisi ke konsumen
- Pengoperasian fasilitas pembangkit, sistem transmisi, sistem distribusi, dan penjualan listrik menjadi satu kesatuan
- Pengoperasian fasilitas pembangkit, sistem transmisi, dan penjualan listrik menjadi satu kesatuan
- Pengoperasian fasilitas pembangkit, sistem distribusi, dan penjualan listrik menjadi satu kesatuan
- Pengoperasian sistem distribusi dan penjualan listrik menjadi satu kesatuan   
- Penjualan listrik ke konsumen  
- Kegiatan agen tenaga listrik yang melakukan penjualan listrik melalui sistem distribusi tenaga listrik yang dioperasikan oleh pihak lain  
- Pengoperasian pertukaran kapasitas transmisi dan daya tenaga listrik    

Subgolongan ini mencakup kegiatan memproduksi tenaga listrik, penyaluran tenaga listrik melalui jaringan transmisi dan distribusi tenaga listrik, serta penjualan tenaga listrik kepada konsumen akhir. Kegiatan yang mencakup interkoneksi antara sistem tenaga listrik yang terdiri dari sekumpulan pembangkit dan gardu induk yang terhubung satu dengan lainnya oleh jaringan transmisi dengan pusat beban atau jaringan distribusi."
D,5,35111,Pembangkitan Tenaga Listrik,"Kelompok ini mencakup usaha memproduksi tenaga listrik melalui pembangkitan tenaga listrik yang menggunakan berbagai jenis sumber energi. Sumber energi fosil seperti batubara, gas, bahan bakar minyak, dan diesel.  Sumber energi terbarukan seperti panas bumi, angin, bioenergi, sinar matahari, aliran dan terjunan air, gerakan dan perbedaan suhu lapisan laut. Sumber energi hybrid  yang menggabungankan sumber energi fosil dengan energi terbarukan, dan energi yang berasal dari teknologi energy storage."
D,5,35112,Transmisi Tenaga Listrik,"Kelompok ini mencakup usaha pengoperasian sistem transmisi atau usaha penyaluran tenaga listrik dari pembangkit ke jaringan distribusi melalui jaringan tenaga listrik yang bertegangan tinggi (antara 35 kilovolt s.d 150 kilovolt) dan/atau bertegangan ekstra tinggi (antara 150 kilovolt s.d 500 kilovolt) dan/atau bertegangan ultra tinggi (di atas 500 kilovolt) termasuk gardu-gardu induknya, baik berasal dari produksi sendiri maupun dari produksi pihak lain."
D,5,35113,Distribusi Tenaga Listrik,Kelompok ini mencakup usaha pengoperasian sistem distribusi atau usaha penyaluran tenaga listrik melalui jaringan tenaga listrik yang bertegangan menengah ke bawah (di bawah 35 kilovolt) sampai ke konsumen atau pelanggan termasuk dengan gardu-gardu distribusinya baik berasal dari produksi sendiri maupun dari produksi pihak lain.
D,5,35114,Penjualan Tenaga Listrik,Kelompok ini mencakup usaha penjualan tenaga listrik kepada konsumen akhir.
D,5,35115,"Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha","Kelompok ini mencakup kegiatan memproduksi tenaga listrik, penyaluran tenaga listrik melalui jaringan transmisi dan distribusi tenaga listrik, serta penjualan tenaga listrik kepada konsumen akhir yang dilaksanakan dalam satu kesatuan usaha."
D,5,35116,"Pembangkit, Transmisi,  dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha","Kelompok ini mencakup kegiatan memproduksi tenaga listrik, penyaluran tenaga listrik melalui jaringan transmisi, dan  penjualan tenaga listrik kepada konsumen akhir yang dilaksanakan dalam satu kesatuan usaha."
D,5,35117,"Pembangkit, Distribusi,  dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha","Kelompok ini mencakup kegiatan memproduksi tenaga listrik, penyaluran tenaga listrik melalui jaringan distribusi dan  penjualan tenaga listrik kepada konsumen akhir yang dilaksanakan dalam satu kesatuan usaha."
D,5,35118,"Distribusi, dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha",Kelompok ini mencakup kegiatan penyaluran tenaga listrik melalui jaringan distribusi dan  penjualan tenaga listrik kepada konsumen akhir yang dilaksanakan dalam satu kesatuan usaha.
D,4,3512,Penunjang Tenaga Listrik,"Subgolongan ini mencakup usaha pengoperasian serta usaha lainnya yang terkait dengan instalasi penyediaan dan pemanfaatan tenaga listrik.
Subgolongan ini tidak mencakup :
- usaha jasa konsultansi instalasi tenaga listrik, lihat 71102
- usaha jasa pembangunan dan pemasangan instalasi tenaga listrik, lihat 43211
- usaha jasa pemeliharaan instalasi tenaga listrik, lihat 43211
- usaha jasa pemeriksaan dan pengujian instalasi tenaga listrik, lihat 71204
- usaha jasa penelitian dan pengembangan, lihat 72102
- usaha jasa pendidikan dan pelatihan, lihat 85497
- usaha jasa laboratorium pengujian peralatan dan pemanfaat tenaga listrik, lihat 71202
- usaha jasa sertifikasi peralatan dan pemanfaat tenaga listrik, lihat 71201
- usaha jasa sertifikasi badan usaha penunjang tenaga listrik, lihat 71201
- usaha jasa sertifikasi kompetensi tenaga teknik ketenagalistrikan, lihat 74322"
D,5,35121,Pengoperasian Instalasi Penyediaan Tenaga Listrik,"Kelompok ini mencakup usaha pengoperasian yang dilakukan oleh pihak lain atas fasilitas pembangkit yang menghasilkan energi listrik, fasilitas sistem transmisi tenaga listrik dan sistem distribusi tenaga listrik."
D,5,35122,Pengoperasian Instalasi Pemanfaatan Tenaga Listrik,"Kelompok ini mencakup usaha pengoperasian yang dilakukan oleh pihak lain atas fasilitas instalasi pemanfaatan tenaga listrik mencakup instalasi pemanfaatan tenaga listrik tegangan tinggi, instalasi pemanfaatan tenaga listrik tegangan menengah, dan instalasi pemanfaatan tenaga listrik tegangan rendah."
D,5,35129,Aktivitas penunjang tenaga listrik lainnya,"Kelompok ini mencakup usaha jasa lain yang secara langsung berkaitan dengan penyediaan dan pemanfaatan tenaga listrik namun tidak tercakup dalam kelompok 35121 s.d. 35122, seperti jasa pencatatan meteran, pemberian tagihan dan kegiatan perdagangan pulsa/token listrik serta kegiatan penunjang kelistrikan lainnya."
D,3,352,Pengadaan dan Distribusi Gas Alam dan Buatan,"Golongan ini mencakup pengolahan gas dan pendistribusian gas alam atau gas buatan ke konsumen melalui suatu sistem saluran pipa, dan kegiatan penjualan gas. Golongan ini juga mencakup penyediaan gas melalui berbagai proses, pengangkutan, pendistribusian dan penyediaan semua jenis bahan bakar gas melalui pipa saluran, penjualan gas kepada konsumen melalui saluran pipa, termasuk kegiatan broker dan agen gas, pertukaran komoditi dan kapasitas pengangkutan bahan bakar gas. Golongan ini tidak mencakup kegiatan pengoperasian tungku batubara, pembuatan produk gas hasil pengilangan minyak bumi/penyulingan minyak bumi, perdagangan besar bahan bakar gas, perdagangan eceran gas dalam tabung, penjualan langsung bahan bakar, dan transportasi (jarak jauh) gas melalui saluran pipa."
D,4,3520,Pengadaan dan Distribusi Gas Alam dan Buatan,"Subgolongan ini mencakup pengolahan gas dan distribusi gas alam atau buatan atau sintetis kepada konsumen melalui sistem saluran, pemasar atau agen gas, yang melakukan penjualan gas alam melalui sistem distribusi yang dioperasikan pihak lain. Tidak termasuk pengoperasian terpisah saluran pipa gas, khususnya dilakukan pada jarak yang jauh, menghubungkan produsen dengan distributor gas atau antara pusat-pusat kota, yang diklasifikasikan dalam kegiatan pengangkutan atau transportasi pipa saluran lainnya.    

Subgolongan ini mencakup :   
- Produksi gas untuk tujuan penyediaan atau suplai gas dengan karbonasi batubara, dari produk sampingan pertanian atau sampah  
- Industri bahan bakar gas dengan nilai kalor tertentu, melalui pemurnian, pencampuran dan proses lainnya dari berbagai macam gas termasuk gas alam  
- Transportasi, distribusi, dan suplai semua jenis bahan bakar gas melalui sistem saluran   
- Perdagangan gas kepada konsumen melalui saluran  
- Kegiatan agen gas yang mengurus perdagangan gas melalui sistem distribusi gas yang dioperasikan oleh pihak lain  
- Pengoperasian pertukaran komoditas dan kapasitas pengangkutan bahan bakar gas    

Subgolongan ini tidak mencakup :  
- Pengoperasian oven batubara, lihat 1910  
- Industri penyulingan minyak bumi, lihat 1921  
- Industri gas industri, lihat 2011  
- Perdagangan besar bahan bakar gas, lihat 4661  
- Perdagangan eceran gas dalam kemasan (botol atau tabung), lihat 4777  
- Perdagangan bahan bakar secara langsung, lihat 4799  
- Transportasi (jarak jauh) gas atau penyaluran gas melalui saluran pipa, lihat 4930"
